ClassNumber,Mnemonic,Number,Section,Title
14637,ARH,1010,109,History of  Architecture I
17960,ARH,2753,100,Arts & Cultures of the Slave South
18299,ARH,2753,101,Arts & Cultures of the Slave South
18301,ARH,2753,102,Arts & Cultures of the Slave South
18302,ARH,2753,103,Arts & Cultures of the Slave South
18303,ARH,2753,104,Arts & Cultures of the Slave South
18304,ARH,2753,105,Arts & Cultures of the Slave South
18305,ARH,2753,106,Arts & Cultures of the Slave South
18318,ARH,3500,1,Special Topics in Architectural History
20487,ARH,3702,1,Later American Architecture
20168,ARH,4591,1,Undergraduate Seminar in the History of Architecture
14641,ARH,4999,1,Major Special Study: Thesis
14710,ARH,5001,1,Library Methodology
14853,ARH,5600,1,Arch History Practicum: Preserv Intern
14816,ARH,5601,1,Historic Preservation Theory and Practice
14870,ARH,5993,5,Independent Studies in Architectural History
14891,ARH,5993,6,Independent Studies in Architectural History
14934,ARH,5993,7,Independent Studies in Architectural History
22171,ARH,5993,8,Independent Studies in Architectural History
14670,ARH,7010,1,History of Architecture I
18320,ARH,7500,1,Special Topics in Architecture History
20488,ARH,7702,1,Later American Architecture
14671,ARH,7993,1,Independent Study: Architectural History
14801,ARH,7993,3,Independent Study: Architectural History
14990,ARH,7993,4,Independent Study: Architectural History
21216,ARH,7993,5,Independent Study: Architectural History
22418,ARH,7993,8,Independent Study: Architectural History
14655,ARH,8001,1,Methods in Architectural History
14950,ARH,8601,1,Historic Preservation Theory and Practice
14735,ARH,8995,1,MA Thesis Research
14763,ARH,8995,2,MA Thesis Research
14643,ARH,8999,1,Thesis Project
14758,ARH,8999,2,Thesis Project
14644,ARH,9999,1,Non-Topical Research
10031,ARTH,1051,100,History of Art I
10033,ARTH,1051,101,History of Art I
10035,ARTH,1051,102,History of Art I
10034,ARTH,1051,103,History of Art I
10032,ARTH,1051,104,History of Art I
12364,ARTH,1051,105,History of Art I
10036,ARTH,1051,106,History of Art I
19280,ARTH,1505,100,Topics in Art History
19281,ARTH,1505,101,Topics in Art History
19282,ARTH,1505,102,Topics in Art History
19283,ARTH,1505,103,Topics in Art History
19285,ARTH,2053,1,Greek Art and Archaeology
19298,ARTH,2151,1,Early Christian and Byzantine Art
19299,ARTH,2251,1,Italian Renaissance Art
19300,ARTH,2281,1,"The Age of Caravaggio, Velázquez, and Bernini"
19302,ARTH,2352,1,Art of Revolutionary Europe
12946,ARTH,2471,100,Art Since 1945
12947,ARTH,2471,101,Art Since 1945
12948,ARTH,2471,102,Art Since 1945
12949,ARTH,2471,103,Art Since 1945
12950,ARTH,2471,104,Art Since 1945
20018,ARTH,2471,105,Art Since 1945
13910,ARTH,2471,106,Art Since 1945
19640,ARTH,2753,100,Arts & Cultures of the Slave South
19641,ARTH,2753,101,Arts & Cultures of the Slave South
19642,ARTH,2753,102,Arts & Cultures of the Slave South
19643,ARTH,2753,103,Arts & Cultures of the Slave South
19644,ARTH,2753,104,Arts & Cultures of the Slave South
19645,ARTH,2753,105,Arts & Cultures of the Slave South
19646,ARTH,2753,106,Arts & Cultures of the Slave South
19312,ARTH,2861,1,East Asian Art
13952,ARTH,2871,2,The Arts of India
20475,ARTH,3559,1,New Course in History of Art
20902,ARTH,3559,2,New Course in History of Art
20486,ARTH,3591,4,Art History Colloquium
13579,ARTH,3595,1,Art History Practicum
19319,ARTH,3595,2,Art History Practicum
20257,ARTH,3595,3,Art History Practicum
12072,ARTH,4591,1,Undergraduate Seminar in the History of Art
12951,ARTH,4591,2,Undergraduate Seminar in the History of Art
12953,ARTH,4591,4,Undergraduate Seminar in the History of Art
19323,ARTH,4591,5,Undergraduate Seminar in the History of Art
19327,ARTH,4591,7,Undergraduate Seminar in the History of Art
20293,ARTH,4591,8,Undergraduate Seminar in the History of Art
12090,ARTH,4951,1,University Museums Internship
12720,ARTH,4998,2,Undergraduate Thesis Research
21331,ARTH,4998,4,Undergraduate Thesis Research
22143,ARTH,4998,5,Undergraduate Thesis Research
22163,ARTH,4998,6,Undergraduate Thesis Research
22220,ARTH,4998,8,Undergraduate Thesis Research
13302,ARTR,3350,1,Introduction to Arab Women's Literature
17806,ARTR,3559,1,New Course in Arabic in Translation
13303,ARTR,5350,1,Introduction to Arab Women's Literature
17807,ARTR,5559,1,New Course in Arabic in Translation
10041,ARTS,2110,1,Introduction to Photography I
11949,ARTS,2110,2,Introduction to Photography I
17935,ARTS,2110,3,Introduction to Photography I
10881,ARTS,2112,1,Introduction to Photography II
11948,ARTS,2220,1,Introduction to New Media I
12492,ARTS,2220,2,Introduction to New Media I
20212,ARTS,2220,3,Introduction to New Media I
20213,ARTS,2222,1,Introduction to New Media II
11939,ARTS,2370,1,Introduction to Cinematography I
11985,ARTS,2610,1,Introduction to Drawing I
10038,ARTS,2610,2,Introduction to Drawing I
10037,ARTS,2610,3,Introduction to Drawing I
10039,ARTS,2610,4,Introduction to Drawing I
11669,ARTS,2610,5,Introduction to Drawing I
12523,ARTS,2610,6,Introduction to Drawing I
10040,ARTS,2620,1,Introduction to Drawing II
12493,ARTS,2620,2,Introduction to Drawing II
10042,ARTS,2670,1,Introduction to Printmaking I
12494,ARTS,2672,1,Introduction to Printmaking II
10043,ARTS,2710,1,Introduction to Painting I
10044,ARTS,2712,1,Introduction to Painting II
10045,ARTS,2810,1,Introduction to Sculpture I
21210,ARTS,2810,2,Introduction to Sculpture I
10046,ARTS,2812,1,Introduction to Sculpture II
21211,ARTS,2812,2,Introduction to Sculpture II
11950,ARTS,3110,1,Intermediate Photography I
11954,ARTS,3220,1,Intermediate  New Media Part I
11967,ARTS,3370,1,Intermediate Cinematography I
11940,ARTS,3670,1,Intermediate Printmaking I
11941,ARTS,3710,1,Intermediate Painting I
12123,ARTS,3810,1,Sculpture I
11951,ARTS,4110,1,Advanced Photography I
11955,ARTS,4220,1,Advanced New Media I
12385,ARTS,4370,1,Advanced Cinematography I
11966,ARTS,4450,1,Distinguished Major Project
11942,ARTS,4670,1,Advanced Problems in Printmaking
11943,ARTS,4710,1,Advanced Painting I
12124,ARTS,4810,1,Advanced Sculpture I
10047,ARTS,4900,1,Advanced Project in Art
11551,ARTS,4900,2,Advanced Project in Art
22216,ARTS,4900,4,Advanced Project in Art
11550,ARTS,4900,5,Advanced Project in Art
10767,ASL,1010,1,Elementary American Sign Language I
10768,ASL,1010,2,Elementary American Sign Language I
12070,ASL,1010,3,Elementary American Sign Language I
18177,ASL,1010,4,Elementary American Sign Language I
10048,ASL,1010,100,Elementary American Sign Language I
10049,ASL,1010,101,Elementary American Sign Language I
12071,ASL,1010,102,Elementary American Sign Language I
18178,ASL,1010,103,Elementary American Sign Language I
10770,ASL,2010,1,Intermediate American Sign Language I
10769,ASL,2010,2,Intermediate American Sign Language I
12238,ASL,2010,3,Intermediate American Sign Language I
12316,ASL,3010,1,Conversational ASL
22223,ASL,3015,1,Language House Conversation in ASL
20296,ASL,3400,1,Deafness in Literature and Film
12317,ASL,4115,1,Multiculturalism in the Deaf Community
12688,ASL,4993,1,Independent Study in American Sign Language
10050,ASTR,1210,1,Introduction to the Sky and Solar System
12864,ASTR,1210,2,Introduction to the Sky and Solar System
12155,ASTR,1210,4,Introduction to the Sky and Solar System
12263,ASTR,1220,1,"Introduction to Stars, Galaxies, and the Universe"
10051,ASTR,1220,2,"Introduction to Stars, Galaxies, and the Universe"
10052,ASTR,1220,3,"Introduction to Stars, Galaxies, and the Universe"
20082,ASTR,1230,100,Introduction to Astronomical Observation
20083,ASTR,1230,101,Introduction to Astronomical Observation
20084,ASTR,1230,102,Introduction to Astronomical Observation
20085,ASTR,1230,103,Introduction to Astronomical Observation
20086,ASTR,1230,104,Introduction to Astronomical Observation
13761,ASTR,1290,1,Black Holes
10053,ASTR,2110,100,Introduction to Astrophysics I
10054,ASTR,2110,101,Introduction to Astrophysics I
12111,ASTR,3410,1,Archaeo-Astronomy
20105,ASTR,3460,1,Development of Modern Astronomy
10882,ASTR,4810,1,Astrophysics
11701,ASTR,4993,2,Tutorial
11846,ASTR,4993,3,Tutorial
20481,ASTR,4993,4,Tutorial
20905,ASTR,4993,6,Tutorial
22361,ASTR,4993,8,Tutorial
22404,ASTR,4993,9,Tutorial
12295,ASTR,4993,13,Tutorial
14503,ASTR,4993,22,Tutorial
22248,ASTR,4993,23,Tutorial
12030,ASTR,4998,1,Senior Thesis
22367,ASTR,4998,3,Senior Thesis
22386,ASTR,4998,4,Senior Thesis
22409,ASTR,4998,5,Senior Thesis
12519,ASTR,4998,7,Senior Thesis
13961,ASTR,4998,15,Senior Thesis
20341,ASTR,4998,20,Senior Thesis
10953,ASTR,5010,1,Astrophysical Processes
12654,ASTR,5260,1,Introduction to Astrochemistry
18140,ASTR,5340,1,Introductory Radio Astronomy
18141,ASTR,5630,1,Extragalactic Astronomy
10055,ASTR,8500,1,Current Astronomical Topics
21544,ASTR,9995,1,Supervised Research
21976,ASTR,9995,2,Supervised Research
22145,ASTR,9995,3,Supervised Research
22149,ASTR,9995,4,Supervised Research
11492,ASTR,9995,5,Supervised Research
22387,ASTR,9995,7,Supervised Research
12262,ASTR,9995,8,Supervised Research
12291,ASTR,9995,10,Supervised Research
21951,ASTR,9995,21,Supervised Research
22133,ASTR,9995,22,Supervised Research
22134,ASTR,9995,23,Supervised Research
10056,ASTR,9999,1,Non-Topical Research
14385,ASTR,9999,2,Non-Topical Research
11036,ASTR,9999,3,Non-Topical Research
11037,ASTR,9999,4,Non-Topical Research
11038,ASTR,9999,5,Non-Topical Research
11039,ASTR,9999,6,Non-Topical Research
11484,ASTR,9999,7,Non-Topical Research
11485,ASTR,9999,8,Non-Topical Research
11486,ASTR,9999,9,Non-Topical Research
11493,ASTR,9999,10,Non-Topical Research
11702,ASTR,9999,11,Non-Topical Research
22139,ASTR,9999,12,Non-Topical Research
12031,ASTR,9999,13,Non-Topical Research
12280,ASTR,9999,15,Non-Topical Research
12507,ASTR,9999,16,Non-Topical Research
12508,ASTR,9999,17,Non-Topical Research
12533,ASTR,9999,18,Non-Topical Research
12577,ASTR,9999,19,Non-Topical Research
13221,ASTR,9999,20,Non-Topical Research
14290,ASTR,9999,21,Non-Topical Research
22147,ASTR,9999,22,Non-Topical Research
22148,ASTR,9999,23,Non-Topical Research
19021,BIMS,6000,1,Core Course in Integrative Biosciences
18831,BIMS,8091,1,CVRC Seminars
18700,BIMS,8131,1,Topics in the Molecular Basis of Human Disease
18699,BIMS,8171,1,M.D./Ph.D. Research in Progress Colloquium
21449,BIMS,8993,1,Non-topical Research: Visiting Research Graduate Traineeship Program
21450,BIMS,8993,2,Non-topical Research: Visiting Research Graduate Traineeship Program
21451,BIMS,8993,3,Non-topical Research: Visiting Research Graduate Traineeship Program
21452,BIMS,8993,4,Non-topical Research: Visiting Research Graduate Traineeship Program
21453,BIMS,8993,5,Non-topical Research: Visiting Research Graduate Traineeship Program
21454,BIMS,8993,6,Non-topical Research: Visiting Research Graduate Traineeship Program
21455,BIMS,8993,7,Non-topical Research: Visiting Research Graduate Traineeship Program
21456,BIMS,8993,8,Non-topical Research: Visiting Research Graduate Traineeship Program
21457,BIMS,8993,9,Non-topical Research: Visiting Research Graduate Traineeship Program
21458,BIMS,8993,10,Non-topical Research: Visiting Research Graduate Traineeship Program
21459,BIMS,8993,11,Non-topical Research: Visiting Research Graduate Traineeship Program
21460,BIMS,8993,12,Non-topical Research: Visiting Research Graduate Traineeship Program
21461,BIMS,8993,13,Non-topical Research: Visiting Research Graduate Traineeship Program
21462,BIMS,8993,14,Non-topical Research: Visiting Research Graduate Traineeship Program
21463,BIMS,8993,15,Non-topical Research: Visiting Research Graduate Traineeship Program
21464,BIMS,8993,16,Non-topical Research: Visiting Research Graduate Traineeship Program
21465,BIMS,8993,17,Non-topical Research: Visiting Research Graduate Traineeship Program
21468,BIMS,8993,18,Non-topical Research: Visiting Research Graduate Traineeship Program
21485,BIMS,8993,19,Non-topical Research: Visiting Research Graduate Traineeship Program
21747,BIMS,8993,20,Non-topical Research: Visiting Research Graduate Traineeship Program
21748,BIMS,8993,21,Non-topical Research: Visiting Research Graduate Traineeship Program
21749,BIMS,8993,22,Non-topical Research: Visiting Research Graduate Traineeship Program
19029,BIMS,8995,1,Topical Research: Research in Biomedical Sciences
19030,BIMS,8995,2,Topical Research: Research in Biomedical Sciences
19031,BIMS,8995,3,Topical Research: Research in Biomedical Sciences
19032,BIMS,8995,4,Topical Research: Research in Biomedical Sciences
19033,BIMS,8995,5,Topical Research: Research in Biomedical Sciences
19034,BIMS,8995,6,Topical Research: Research in Biomedical Sciences
19035,BIMS,8995,7,Topical Research: Research in Biomedical Sciences
19069,BIMS,8995,8,Topical Research: Research in Biomedical Sciences
19246,BIMS,8995,9,Topical Research: Research in Biomedical Sciences
21898,BIMS,8995,10,Topical Research: Research in Biomedical Sciences
18703,BIMS,9999,1,Non-Topical Research
19158,BIMS,9999,2,Non-Topical Research
19262,BIMS,9999,3,Non-Topical Research
19263,BIMS,9999,4,Non-Topical Research
19264,BIMS,9999,5,Non-Topical Research
18670,BIOC,5050,1,Biochemistry Projects
18671,BIOC,8130,1,Colloquium
18672,BIOC,8150,1,Biochemical Literature
18746,BIOC,9995,2,Topical Research: Biochemistry and Molecular Genetics
18749,BIOC,9995,3,Topical Research: Biochemistry and Molecular Genetics
18750,BIOC,9995,4,Topical Research: Biochemistry and Molecular Genetics
18752,BIOC,9995,6,Topical Research: Biochemistry and Molecular Genetics
18754,BIOC,9995,9,Topical Research: Biochemistry and Molecular Genetics
18755,BIOC,9995,10,Topical Research: Biochemistry and Molecular Genetics
18756,BIOC,9995,11,Topical Research: Biochemistry and Molecular Genetics
18757,BIOC,9995,12,Topical Research: Biochemistry and Molecular Genetics
18759,BIOC,9995,15,Topical Research: Biochemistry and Molecular Genetics
18761,BIOC,9995,18,Topical Research: Biochemistry and Molecular Genetics
18762,BIOC,9995,19,Topical Research: Biochemistry and Molecular Genetics
18763,BIOC,9995,20,Topical Research: Biochemistry and Molecular Genetics
18764,BIOC,9995,21,Topical Research: Biochemistry and Molecular Genetics
18765,BIOC,9995,22,Topical Research: Biochemistry and Molecular Genetics
18766,BIOC,9995,23,Topical Research: Biochemistry and Molecular Genetics
18768,BIOC,9995,25,Topical Research: Biochemistry and Molecular Genetics
18769,BIOC,9995,26,Topical Research: Biochemistry and Molecular Genetics
18771,BIOC,9995,28,Topical Research: Biochemistry and Molecular Genetics
18959,BIOC,9995,30,Topical Research: Biochemistry and Molecular Genetics
18981,BIOC,9995,32,Topical Research: Biochemistry and Molecular Genetics
18984,BIOC,9995,35,Topical Research: Biochemistry and Molecular Genetics
19019,BIOC,9995,36,Topical Research: Biochemistry and Molecular Genetics
19048,BIOC,9995,38,Topical Research: Biochemistry and Molecular Genetics
20093,BIOC,9995,39,Topical Research: Biochemistry and Molecular Genetics
19073,BIOC,9995,40,Topical Research: Biochemistry and Molecular Genetics
19083,BIOC,9995,41,Topical Research: Biochemistry and Molecular Genetics
19086,BIOC,9995,42,Topical Research: Biochemistry and Molecular Genetics
20095,BIOC,9995,43,Topical Research: Biochemistry and Molecular Genetics
19127,BIOC,9995,44,Topical Research: Biochemistry and Molecular Genetics
19128,BIOC,9995,45,Topical Research: Biochemistry and Molecular Genetics
19133,BIOC,9995,46,Topical Research: Biochemistry and Molecular Genetics
19136,BIOC,9995,47,Topical Research: Biochemistry and Molecular Genetics
19174,BIOC,9995,48,Topical Research: Biochemistry and Molecular Genetics
19183,BIOC,9995,49,Topical Research: Biochemistry and Molecular Genetics
19239,BIOC,9995,50,Topical Research: Biochemistry and Molecular Genetics
21252,BIOC,9995,51,Topical Research: Biochemistry and Molecular Genetics
21257,BIOC,9995,52,Topical Research: Biochemistry and Molecular Genetics
19255,BIOC,9995,53,Topical Research: Biochemistry and Molecular Genetics
18673,BIOC,9998,1,Non-Topical Research: Preparation for Doctoral Research
18748,BIOC,9998,2,Non-Topical Research: Preparation for Doctoral Research
18772,BIOC,9998,3,Non-Topical Research: Preparation for Doctoral Research
18773,BIOC,9998,4,Non-Topical Research: Preparation for Doctoral Research
18775,BIOC,9998,6,Non-Topical Research: Preparation for Doctoral Research
18777,BIOC,9998,9,Non-Topical Research: Preparation for Doctoral Research
18778,BIOC,9998,10,Non-Topical Research: Preparation for Doctoral Research
18779,BIOC,9998,11,Non-Topical Research: Preparation for Doctoral Research
18781,BIOC,9998,14,Non-Topical Research: Preparation for Doctoral Research
18783,BIOC,9998,17,Non-Topical Research: Preparation for Doctoral Research
18784,BIOC,9998,18,Non-Topical Research: Preparation for Doctoral Research
18785,BIOC,9998,19,Non-Topical Research: Preparation for Doctoral Research
18786,BIOC,9998,20,Non-Topical Research: Preparation for Doctoral Research
18787,BIOC,9998,21,Non-Topical Research: Preparation for Doctoral Research
18788,BIOC,9998,22,Non-Topical Research: Preparation for Doctoral Research
